placeOfUse,entryAmount,memo,category
롯데시네마 월드타워,54214,아메리카노,여가/취미
알라딘 중고서점 홍대,30273,점심 식사,여가/취미
스타벅스 강남역점,50210,생활용품 구매,카페
T맵택시,121647,영화 관람,교통
ABC마트 강남점,58500,택시요금,쇼핑
이디야커피 잠실점,123318,티켓 구매,카페
코스트코 양재점,76226,생활용품 구매,마트
알라딘 중고서점 홍대,121423,택시요금,여가/취미
쿠팡이츠,90556,생활용품 구매,식비
롯데시네마 월드타워,23646,주유,여가/취미
현대백화점 무역센터점,119809,점심 식사,쇼핑
맘스터치 사당점,44558,택시요금,식비
T맵택시,120567,택시요금,교통
파파존스 강남점,74270,주말 장보기,식비
던킨도너츠 강남역,45522,스낵 구입,카페
요기요,111244,택시요금,식비
교보문고 광화문점,16164,화장품 구매,여가/취미
맘스터치 사당점,55429,주유,식비
버거킹 강남점,24824,영화 관람,식비
BBQ치킨 역삼점,30957,편의점 간식,식비
T맵택시,133663,화장품 구매,교통
코스트코 양재점,148838,저녁 배달,마트
메가박스 강남,92987,옷 구매,여가/취미
하나로마트 양재,95966,티켓 구매,마트
맥도날드 신림점,106988,지하철 요금,식비
T맵택시,62586,화장품 구매,교통
카페베네 종로점,114257,편의점 간식,카페
알라딘 중고서점 홍대,67292,스낵 구입,여가/취미
GS칼텍스 강남대로점,1336,편의점 간식,교통
이마트 용산점,120340,생활용품 구매,마트
맥도날드 신림점,52890,식재료 구매,식비
카카오택시,13605,지하철 요금,교통
이마트 용산점,10826,스낵 구입,마트
CGV 압구정,111433,지하철 요금,여가/취미
이디야커피 잠실점,139505,주말 장보기,카페
CU 신림점,86777,옷 구매,편의점
메가박스 강남,148471,주말 장보기,여가/취미
맥도날드 신림점,35233,스낵 구입,식비
알라딘 중고서점 홍대,134721,식재료 구매,여가/취미
스타벅스 강남역점,12760,도서 구매,카페
하이패스,52953,도서 구매,교통
설빙 신촌점,40089,티켓 구매,카페
버거킹 강남점,55926,식재료 구매,식비
CU 신림점,149147,저녁 배달,편의점
카페베네 종로점,53470,치킨 세트,카페
하나로마트 양재,102732,주유,마트
배민1,81331,스낵 구입,식비
하이패스,114571,옷 구매,교통
교촌치킨 서초점,82299,주유,식비
하나로마트 양재,138467,티켓 구매,마트
투썸플레이스 홍대점,83501,치킨 세트,카페
이디야커피 잠실점,7640,영화 관람,카페
현대백화점 무역센터점,63090,생활용품 구매,쇼핑
GS칼텍스 강남대로점,62679,스낵 구입,교통
GS25 강남역점,97926,영화 관람,편의점
투썸플레이스 홍대점,136341,지하철 요금,카페
현대백화점 무역센터점,54999,화장품 구매,쇼핑
투썸플레이스 홍대점,67877,주유,카페
롯데시네마 월드타워,22821,도서 구매,여가/취미
BBQ치킨 역삼점,38309,아메리카노,식비
던킨도너츠 강남역,118769,티켓 구매,카페
G마켓,20941,티켓 구매,쇼핑
설빙 신촌점,14716,티켓 구매,카페
ABC마트 강남점,9388,치킨 세트,쇼핑
11번가,4433,영화 관람,쇼핑
홈플러스 강서점,127095,카페라떼,마트
쿠팡이츠,131091,편의점 간식,식비
메가커피 신촌점,141410,점심 식사,카페
이디야커피 잠실점,40785,치킨 세트,카페
홈플러스 강서점,13585,옷 구매,마트
알라딘 중고서점 홍대,86910,지하철 요금,여가/취미
GS25 강남역점,65177,주말 장보기,편의점
이디야커피 잠실점,102645,지하철 요금,카페
G마켓,27608,영화 관람,쇼핑
카카오택시,37413,도서 구매,교통
SK주유소 방배점,31965,아메리카노,교통
T맵택시,73028,택시요금,교통
T맵택시,120504,편의점 간식,교통
투썸플레이스 홍대점,69508,주말 장보기,카페
SK주유소 방배점,118939,영화 관람,교통
G마켓,38311,아메리카노,쇼핑
CGV 압구정,99833,도서 구매,여가/취미
던킨도너츠 강남역,124611,스낵 구입,카페
T맵택시,71467,식재료 구매,교통
던킨도너츠 강남역,54690,옷 구매,카페
미스터피자 홍대점,79937,편의점 간식,식비
쿠팡이츠,106780,옷 구매,식비
bhc치킨 대치점,86651,저녁 배달,식비
요기요,96343,영화 관람,식비
현대백화점 무역센터점,70120,치킨 세트,쇼핑
맘스터치 사당점,146471,주유,식비
현대백화점 무역센터점,105720,영화 관람,쇼핑
배민1,64042,도서 구매,식비
알라딘 중고서점 홍대,102209,주말 장보기,여가/취미
G마켓,105320,도서 구매,쇼핑
스타벅스 강남역점,100982,주유,카페
맥도날드 신림점,147935,영화 관람,식비
교보문고 광화문점,1503,지하철 요금,여가/취미
다이소 신촌점,149307,지하철 요금,생활
CGV 압구정,78688,점심 식사,여가/취미
올리브영 강남점,51835,저녁 배달,쇼핑
설빙 신촌점,141928,아메리카노,카페
이마트 용산점,34546,카페라떼,마트
파파존스 강남점,44042,저녁 배달,식비
알라딘 중고서점 홍대,44079,스낵 구입,여가/취미
쿠팡,30800,식재료 구매,쇼핑
카페베네 종로점,116613,도서 구매,카페
이디야커피 잠실점,112256,택시요금,카페
G마켓,41501,저녁 배달,쇼핑
G마켓,69865,택시요금,쇼핑
맘스터치 사당점,89941,주말 장보기,식비
CGV 압구정,145954,점심 식사,여가/취미
세븐일레븐 홍대점,2301,카페라떼,편의점
쿠팡,55255,스낵 구입,쇼핑
설빙 신촌점,33006,옷 구매,카페
CU 신림점,104301,지하철 요금,편의점
하나로마트 양재,76350,주유,마트
CGV 압구정,125595,옷 구매,여가/취미
서울교통공사,81536,화장품 구매,교통
코스트코 양재점,4487,아메리카노,마트
bhc치킨 대치점,99390,스낵 구입,식비
이디야커피 잠실점,38682,편의점 간식,카페
홈플러스 강서점,137254,아메리카노,마트
버거킹 강남점,18718,생활용품 구매,식비
맘스터치 사당점,66705,지하철 요금,식비
배민1,113105,영화 관람,식비
현대백화점 무역센터점,97666,옷 구매,쇼핑
맘스터치 사당점,54913,스낵 구입,식비
ABC마트 강남점,149503,영화 관람,쇼핑
코스트코 양재점,15631,생활용품 구매,마트
교촌치킨 서초점,61952,지하철 요금,식비
쿠팡이츠,138163,치킨 세트,식비
미스터피자 홍대점,37347,점심 식사,식비
메가박스 강남,121064,옷 구매,여가/취미
카페베네 종로점,65179,점심 식사,카페
GS25 강남역점,25742,저녁 배달,편의점
YES24,127029,점심 식사,여가/취미
미스터피자 홍대점,41838,주유,식비
알라딘 중고서점 홍대,91983,택시요금,여가/취미
요기요,65873,티켓 구매,식비
다이소 신촌점,32148,지하철 요금,생활
ABC마트 강남점,29240,점심 식사,쇼핑
롯데시네마 월드타워,139375,저녁 배달,여가/취미
ABC마트 강남점,101070,치킨 세트,쇼핑
알라딘 중고서점 홍대,107371,도서 구매,여가/취미
파파존스 강남점,127867,편의점 간식,식비
투썸플레이스 홍대점,5493,저녁 배달,카페
현대백화점 무역센터점,32408,식재료 구매,쇼핑
버거킹 강남점,133212,점심 식사,식비
쿠팡이츠,149113,도서 구매,식비
올리브영 강남점,16113,주말 장보기,쇼핑
하나로마트 양재,76853,영화 관람,마트
미스터피자 홍대점,24392,영화 관람,식비
하이패스,15610,옷 구매,교통
YES24,82647,점심 식사,여가/취미
CGV 압구정,87810,아메리카노,여가/취미
세븐일레븐 홍대점,140531,영화 관람,편의점
미스터피자 홍대점,83437,영화 관람,식비
롯데백화점 본점,92277,점심 식사,쇼핑
YES24,135911,저녁 배달,여가/취미
배민1,118096,생활용품 구매,식비
BBQ치킨 역삼점,14903,편의점 간식,식비
파파존스 강남점,28046,치킨 세트,식비
T맵택시,20761,주말 장보기,교통
YES24,92860,생활용품 구매,여가/취미
하이패스,98493,영화 관람,교통
미스터피자 홍대점,51880,치킨 세트,식비
맘스터치 사당점,53466,도서 구매,식비
GS25 강남역점,78624,점심 식사,편의점
GS칼텍스 강남대로점,64623,스낵 구입,교통
맥도날드 신림점,115404,편의점 간식,식비
현대백화점 무역센터점,74048,화장품 구매,쇼핑
메가커피 신촌점,37318,편의점 간식,카페
맘스터치 사당점,109042,영화 관람,식비
카페베네 종로점,149491,영화 관람,카페
파파존스 강남점,117431,편의점 간식,식비
서울교통공사,109505,화장품 구매,교통
홈플러스 강서점,102645,택시요금,마트
다이소 신촌점,126932,옷 구매,생활
이디야커피 잠실점,25046,도서 구매,카페
배민1,115941,지하철 요금,식비
던킨도너츠 강남역,26815,옷 구매,카페
카카오택시,44200,점심 식사,교통
맥도날드 신림점,38350,아메리카노,식비
이마트 용산점,9793,편의점 간식,마트
이마트 용산점,106336,카페라떼,마트
CU 신림점,31555,치킨 세트,편의점
롯데시네마 월드타워,22076,편의점 간식,여가/취미
맥도날드 신림점,33485,식재료 구매,식비
SK주유소 방배점,118339,편의점 간식,교통
파파존스 강남점,148241,편의점 간식,식비
11번가,20519,영화 관람,쇼핑
파파존스 강남점,14701,스낵 구입,식비
서울교통공사,8135,도서 구매,교통
bhc치킨 대치점,146720,치킨 세트,식비
bhc치킨 대치점,3602,영화 관람,식비
하나로마트 양재,89217,식재료 구매,마트
설빙 신촌점,15164,지하철 요금,카페
SK주유소 방배점,68728,생활용품 구매,교통
BBQ치킨 역삼점,35797,옷 구매,식비
요기요,98798,화장품 구매,식비
11번가,140843,지하철 요금,쇼핑
세븐일레븐 홍대점,4804,영화 관람,편의점
T맵택시,17395,도서 구매,교통
다이소 신촌점,82416,편의점 간식,생활
이디야커피 잠실점,131006,지하철 요금,카페
교촌치킨 서초점,135295,티켓 구매,식비
CGV 압구정,92516,스낵 구입,여가/취미
투썸플레이스 홍대점,49822,저녁 배달,카페
YES24,70194,옷 구매,여가/취미
맥도날드 신림점,11893,화장품 구매,식비
알라딘 중고서점 홍대,85515,생활용품 구매,여가/취미
세븐일레븐 홍대점,72646,카페라떼,편의점
세븐일레븐 홍대점,51120,편의점 간식,편의점
파파존스 강남점,111191,도서 구매,식비
CGV 압구정,46721,지하철 요금,여가/취미
SK주유소 방배점,27638,주말 장보기,교통
ABC마트 강남점,110219,저녁 배달,쇼핑
메가박스 강남,114846,도서 구매,여가/취미
bhc치킨 대치점,18774,치킨 세트,식비
롯데시네마 월드타워,138774,화장품 구매,여가/취미
알라딘 중고서점 홍대,106659,택시요금,여가/취미
맥도날드 신림점,2287,주유,식비
쿠팡이츠,59803,식재료 구매,식비
bhc치킨 대치점,102527,식재료 구매,식비
CGV 압구정,47898,편의점 간식,여가/취미
세븐일레븐 홍대점,14854,저녁 배달,편의점
미스터피자 홍대점,58498,티켓 구매,식비
이마트 용산점,77898,옷 구매,마트
세븐일레븐 홍대점,130710,택시요금,편의점
파파존스 강남점,28996,치킨 세트,식비
올리브영 강남점,118499,티켓 구매,쇼핑
CU 신림점,13822,스낵 구입,편의점
홈플러스 강서점,66230,지하철 요금,마트
카페베네 종로점,96234,주유,카페
쿠팡,103786,티켓 구매,쇼핑
올리브영 강남점,118266,생활용품 구매,쇼핑
교촌치킨 서초점,85647,아메리카노,식비
버거킹 강남점,18249,티켓 구매,식비
하이패스,81597,지하철 요금,교통
교보문고 광화문점,128340,편의점 간식,여가/취미
던킨도너츠 강남역,119747,옷 구매,카페
11번가,136165,주말 장보기,쇼핑
버거킹 강남점,16149,택시요금,식비
GS25 강남역점,96780,편의점 간식,편의점
SK주유소 방배점,147487,식재료 구매,교통
CU 신림점,130458,지하철 요금,편의점
카페베네 종로점,114847,주유,카페
bhc치킨 대치점,27385,티켓 구매,식비
현대백화점 무역센터점,63537,도서 구매,쇼핑
배민1,12778,생활용품 구매,식비
설빙 신촌점,36154,치킨 세트,카페
T맵택시,41236,치킨 세트,교통
카카오택시,143053,스낵 구입,교통
세븐일레븐 홍대점,63705,아메리카노,편의점
GS칼텍스 강남대로점,36064,옷 구매,교통
현대백화점 무역센터점,73026,카페라떼,쇼핑
던킨도너츠 강남역,135369,카페라떼,카페
쿠팡,63691,화장품 구매,쇼핑
CU 신림점,136006,저녁 배달,편의점
교촌치킨 서초점,29030,치킨 세트,식비
스타벅스 강남역점,110230,화장품 구매,카페
올리브영 강남점,106778,택시요금,쇼핑
롯데시네마 월드타워,125163,지하철 요금,여가/취미
하나로마트 양재,147065,카페라떼,마트
투썸플레이스 홍대점,33346,주유,카페
ABC마트 강남점,62308,스낵 구입,쇼핑
카페베네 종로점,59554,티켓 구매,카페
맘스터치 사당점,28997,점심 식사,식비
11번가,97227,식재료 구매,쇼핑
하나로마트 양재,138326,저녁 배달,마트
GS25 강남역점,44530,지하철 요금,편의점
맘스터치 사당점,50360,영화 관람,식비
다이소 신촌점,79276,저녁 배달,생활
스타벅스 강남역점,11245,지하철 요금,카페
카카오택시,112533,카페라떼,교통
요기요,17146,화장품 구매,식비
던킨도너츠 강남역,77663,점심 식사,카페
요기요,123651,주말 장보기,식비
카카오택시,19958,화장품 구매,교통
ABC마트 강남점,72436,아메리카노,쇼핑
11번가,120740,식재료 구매,쇼핑
던킨도너츠 강남역,55997,지하철 요금,카페
던킨도너츠 강남역,143317,생활용품 구매,카페
bhc치킨 대치점,36130,지하철 요금,식비
YES24,109214,주유,여가/취미
미스터피자 홍대점,135369,식재료 구매,식비
다이소 신촌점,25327,주유,생활
요기요,101268,카페라떼,식비
11번가,105132,영화 관람,쇼핑
YES24,53648,아메리카노,여가/취미
GS25 강남역점,103123,생활용품 구매,편의점
